,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
2925,የኔ,ውድ,መልካም,እንቅልፍ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,ኧረ,መላ,መላ,አላመጣው,የለኝ,አልቀላውጠው,ዛሬስ,ከነባልሽ,ልትናፍቂኝ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,መልስ,"""በዳኒኤል",ብርሃኔ,የተለቀቀ,የህወሀት,ይፋዊ,የመልስ,ምት,ለዶክተር,አብርሃም,"""",,,,,,,,,,,,,,,,,,,,,,,,,
2928,በደምብ,ይታወቃል,ሲራኩ,መቼና,እንደተተረጎመ,እንደተረጎመዉ,በግልጽ,የሚታወቅ,ነዉ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,ጉድለትን,ቢያወሩት,ይሄ,አልሆነም,እያሉ,ቢጠይቁ,ማለቂያም,መልስም,አይገኝም,ላድርግ,መነሳትን,የመሰለ,የእርካታ,ምንጭ,ግን,ፍጹም,የለም,በርታ,ወዳጄ,ተሳካ,አለቀ,,,,,,,,,,,,,,,
2930,እመሙዬ,በናትሽ,እስረኛ,ሽንቷን,ስትሸና,ያለዉ,ቪዲዮ,የለሽም,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,"""",አክአብ,ከእርሱ,በፊት,ከነበሩት,በእግዚአብሄር,ፊት,ክፉ,የሲዶናውያንንም,ንጉስ,የኤትበኣልን,ልጅ,ኤልዛቤልን,አገባ,ሄዶም,በኣልን,አመለከ,ሰገደለትም,በሰማርያም,በሰራው,በበኣል,ቤት,ለበኣል,መሰዊያ,"አቆመ""",,,,,,,,,,,
2932,የትግራይን,ጥንታዊ,ስልጣኔ,ሃብታም,ባህል,"""የኛ""",ማታለያ,መስረቅ,አብቅቷል,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,አቡበከር,አህመድ,ችግሩ,ከመፈጠሩ,በፊት,ለደመቀ,መኮነን,ለዳንኤል,ክብረት,ለክልሉ,ጸጥታ,ዘርፍ,ሀላፊ,እንዲያስቆሙ,ደውሎ,ነግሯቸው,"ነበር""",ኡስታዝ,አህመዲን,ጀበል,ሞጣየተቀነባበረየሽብርጥቃት,በአንድሌሊትመስጂድ,,,,,,,,,,,,,,
2934,ብዙ,መዘናነጋት,ስለሚኖር,ለትራፊኮች,አሰደሳች,ህግ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,መልካም,አዲስ,አመት,በሚቀጥለው,አመት,ጓደኛ,ብትፈጠር,ደስ,ብሎኛል,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,ጸረ,አማራው,ብአዴን,የአማራ,ወጣቶች,ማህበርን,ከስሱዋልየብአዴን,ተላላኪ,የቆዬው,የወጣቶች,ሊግ,እያለሁ,አዲሱ,ማህበር,መመስረት,የለበትም,ብሎዋል,ብአዴን,የአማራ,ጠላት,,,,,,,,,,,,,,,,
2937,በርታልን,የዉህድቱን,ፕሮግራም,ማግኘት,ብንችል,የበለጠ,በጥልቀት,ተረድተን,ማሰረዳቱንም,አናግዝ,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,በቤተ,ሰማእቲ,በቁፋሮ,የተገኘው,ጥንታዊ,ከተማ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,አንዳንዶቻችሁ,ነገ,መግቢያ,ታውቃላችሁ,አይደል,በሉ,ይዛችሁ,ከች,በሉ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,ለጥቆማዉ,እያመሰገንን,የበአል,ወቅትን,ህብረተሰባችን,በሰላም,እንዲያከብር,በማሰብ,ጉዳዩን,ከበአሉ,ያዛወርነዉ,እንገልጻለን,,,,,,,,,,,,,,,,,,,,,,,,
2941,"""",ወዳጅ,ማለት,አብሮ,ሲባክን,እንጅ,እንዳይን,ጆሮ,"እጅ""",ቀኝ,ጌታ,ዮፍታሄ,ንጉሴ,,,,,,,,,,,,,,,,,,,,,,,
2942,ድንጋይ,ከመወርወር,የተሻለ,መቼም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,"""ችግር",በቅቤ,"ያስበላል""",ይላል,ሀበሻ,ሲቸግረው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,"""ህዝብ""",በሚለው,አልስማማም,እንደሰው,አይነት,በሀሪዎች,አሉን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,እውነት,ግን,መረጃው,አለህ,ወይስ,ወሬ,ምንአልባት,ሰፊውን,የኢትዮጵያ,ለማባላት,የተደረገ,ይሆን,ይሆን,ይሄ,ሸክም,ከሀገሬ,የሚወረደው,,,,,,,,,,,,,,,,,,,
2946,አዳሜ,ፌስቡክ,አባህ,ትሰራለህ,ምርጫ,ደርሶ,የለ,ዘግተህ,አጥና,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,በኦሮሚያና,አዲስ,አበባ,የሚኖረውን,አብሮ,አደጉን,አማራንቆና,አግልሎ,ባህርዳር,ሄዶ,ኢትዮጵያነት,ሱስ,አስመሳይ,ይኸውላችሁ,ፍትህ,ለኦሮሚያ,አማሮችና,ብሄረሰቦች,,,,,,,,,,,,,,,,,,
2948,ጠንካራ,ፓርቲ,የመሰረታችሁ,እያስመሰላችሁ,ህዝቡን,አታዘናጉ,ሁሉን,በአንዴ,እናሳካለን,የሚል,ቀቢጸ,ተስፋችሁን,ተው,ህብረብሄር,ፓርቲ,ተዋህዳችሁ,ለኢዜማ,ብልጽግና,ተገዳዳሪ,ፓርቲ,ፍጠሩ,,,,,,,,,,,,,,,
2949,ይሄን,ስታይ,የሻንቅላ,ጦርነት,ማስነሳቷ,አይቀርም,ብዬ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,አርሴማ,ሰማእቷ,በምልጃ,ጸሎቷ,ሀገራችንን,ከክፉ,ትታደግልን,አሜን,ሰላም,ለሀገራችን,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,የወንድ,ዘር,ቀድሞ,መፍሰስ,ችግር,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,ሰላም,ግንባታ,ምንድንነው,ሰላም,ግንባታ,መሰረታዊ,ትውውቅ,ማወቅ,ለምትፈልጉ,ያላችሁን,ጥያቄዎች,በትዊተር,ብታደርጉ,በተቻለኝና,ጊዜ,በፈቀደ,መጠን,ከዛሬ,ለመመለስ,እሞክራለሁ,,,,,,,,,,,,,,,,
2953,አንብቤዋለሁ,የዛሬ,አመት,አካባቢ,ወርቅ,አብርሾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,ነፍጠኛ,አስተሳሰብ,ስነልቦና,መሰረቱ,በጉልበት,መቀማት,መጨፍለቅ,እኩልነት,ውርደቱ,ስነልቦና,“ነፍጠኛ,ብሄር,የለውም,አስተሳሰብና,ስነልቦና,ነው“,,,,,,,,,,,,,,,,,,,,
2955,የመኪናዎችን,ዋጋ,አይቀመሴ,የሚያደርገዉ,ኤክሳይስ,ታክስ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,ሰይፉማ,አራድዬ,ናት,በመጠኑ,የሚያስታውሰኝ,ድርቅናው,አለማፈሩ,በማይቀለድ,በምንለው,መቀለዱ,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,የምታሳዝን,ለነገሩ,በምርጫ,አፈር,ስለምናስገባህ,ተወው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,"""ማመናችሁን",ለማረጋገጥ,ከፈለጋችሁ,ለራሳቹ,የምትወዱትን,ለወንድማቹ,"ውደዱ""",የነቢዪ,ሙሀመድ,የአላህ,ሰላም,በእርሳቸው,ይስፈን,አስተምህሮ,የነበረው,,,,,,,,,,,,,,,,,,,,,
2959,የድሃ,ልጅ,ጭቅላት,የሚቀላ,የእሱም,ጭንቅላቱ,ተቀልቆ,መገደል,ሃዘናችሁ,ሀዘኔ,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,ሰላም,እንዴ,የምትሰራው,መላ,በይኝ,ያልሻት,እንደዚያ,ከሆነማ,ለመጻፍ,ከሚፈለገው,ፊደላት,አድርጉልን,,,,,,,,,,,,,,,,,,,,,,,,
2961,ለእኛ,ያስፈልጋል,ሰላምዬ,በይልኝ,የተባረከ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,ባልተለመደ,መልኩ,በርከት,ሴቶች,ስልጣን,በሚገኙበት,የብዙ,ሴቶች,እገታ,ችግር,አለመፈታት,የሚገርም,ፍትህ,ለታገቱ,እህቶችና,ወንድምች,,,,,,,,,,,,,,,,,,,,
2963,ተሳስተሃለል,ቆም,ብለህ,ጠይቅ,ዛሬ,የደረስነው,በለውጥ,ሃይሎች,መስዋእትት,አትዘንጋ,ለማለት,ያደረሱህ,አነዚህ,ሰዎች,በነበረው,ቢቀጥል,ኖሮ,ዛሬ,ሁላችንም,ከባድ,ችግር,እንገባ,,,,,,,,,,,,,,
2964,እውነትኮ,"""አሁን",የኛ,ጠፍቶ,"ነው""አይነት",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,አዳዲስ,በመስጠት,ማወቅ,ሰዎችን,አሉ,ሆኗል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,የግለሰብን,መብት,ከቡድን,አመጣጥኖ,መውሰድ,የቡድንን,ጨፍልቆ,በግለሰብ,መብት,መተካት,መሬት,ባለው,የማህበረሰብ,እድገት,ደረጃ,ጦርነት,መጋበዝ,,,,,,,,,,,,,,,,,,,
2967,አንተም,የድሬ,ልጅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,ሰዎች,ይቀያየራሉ,ይለዋወጣሉ,ያቃታቸውን,እንድትሆን,ይሻሉማድረግ,ያለባቸውን,ከአንተ,እስኪመጣ,ይጠብቃሉ,የራሳቸውን,ድክመት,ባንተ,በመጫን,አንተን,ጥፋተኛ,ለማድረግ,ይሞክራሉ,ተዋቸውና,,,,,,,,,,,,,,,,,
2969,በህልምም,እራሱ,አላየሁም,እሄን,አይነት,ህልም,ያስብላል,ተሽከርካሪ,ወንበር,ተቀምጦማ,የድሃ,ልጅ,ለማስጨፍጨፍ,ይቻላል,ሺ,ወታደር,ይረሳል,,,,,,,,,,,,,,,,,,,
2970,ሰንበትን,በተስፋ,ለህጻናት,በጎ,አድራጎት,በጎ,አድራጎት,ድርጅት,በወሮ,ወይንሸት,አመት,በፊት,የተመሰረተ,በኤች,አይቪና,በተለያየ,ምክንያት,ወላጆቻቸውን,ላጡ,ህጻናትና,ደጋፊ,የሌላቸው,አዛውንት,እያገዘ,ድርጅት,,,,,,,,,,,
2971,"""እንኳን",ጭንቅላትህ,"ተረፈ""",ያልከው,ደሞ,"""እንኳን",ማርያም,"ማራችሁ""",አይደለም,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,ታከለ,ኡማ,እራሱ,መታወቂያ,አድሎ,ክፍት,ቦታ,እጠሩ,ዝርዝራቸውን,ክከተማ,ልኮ,ካርታ,አሰርቶ,ሲያበቃ,ሰዎችን,ቤት,ለማፍረስ,ግብረ,ሀይል,ከኦሮሚያ,ፖሊስ,አቋቋምኩ,ብቅ,ይላል,ኦሮሚያ,ፖሊስ,አገባው,,,,,,,,,
2973,የአሁኑ,ሰአት,ፖለቲከኞቻችን,በጨለማው,ሰአት,ለፖለቲካ,ፍጆታ,የተመለመሉ,አመት,አንድም,የፖለቲካ,ውሳኔ,ያላስተላለፉ,ግብስብሶች,ቁልጭ,አድርጎ,ያሳያል,,,,,,,,,,,,,,,,,,,
2974,በፕሮግራሙ,ለዶር,አረጋ,ይርዳው,ባህላዊ,የሽልማት,እቃዎች,ስጦታ,ተበርክቶላቸዋል,በስነስርአት,አቶ,አዳነ,ቢራሳ,የኦዲፒ,ተወካይአባ,ገዳዎች,የሀገር,ሽማግሌዎች,አዛውንቶችና,ወጣቶችየመምህራንና,የወላጅ,ኮሚቴ,አባላት,ተገኝተዋል,,,,,,,,,,,,
2975,ውነቱን,ኢትዮጵያውያን,ኣስተሳሰብ,ደሞ,እጅ,ማረጉን,ተለማመድ,የሚያድንህ,እንደቀድሞው,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,በግልጽ,"""ወጥ",ስትጨልፍና,ግንባር,ስትሰም,"አታሳይም""",ቢለው,እኮ,አለበለዚያ,እንደአብዛኛው,ኢትዮትዊተር,ተጠቃሚ,ሾውን,ሳያይ,አሰቀባጠረው,ይህቺ,የአብይ,ጨዋታ,በጠበቆች,ዶክተሮች,አሰተማሪዎች,ውይይት,ነበረች,,,,,,,,,,,,,
2977,ምንም,ማለት,አስቸጋሪ,ለቤተሰቦቻቸው,ተስፋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,በነገው,እለት,የመምህር,መላከ,መንክራት,ግርማ,ወንድሙ,የፈውስ,ስነስርአት,አላቼው,ኑ,ተባረኩ,,,,,,,,,,,,,,,,,,,,,,,,
2979,እናንተን,ማግኘት,እፈልጋለሁ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,"""ብሾፍቱ",የተወለድኩአዳማ,ያደኩአዲስ,አበባ,የተማርኩኳስ,የምወድአንጀት,የሚያቆስለው,የአርሰናል,ደጋፊ,አባቴና,እናቴ,ጉራጌ,"ነኝ""",ብርሀኑ,ነጋ,ማንነት,ዜግነት,ተጠይቆ,,,,,,,,,,,,,,,,,,
2981,ዶር,ጌታሁን,ሁላችሁም,ለሰራችሁት,ትልቅ,ስራ,ገድል,ከልብ,አመሰግናለሁ,ምንም,መዘናጋት,ሳይፈጠር,የበለጠ,በውስጣችሁ,የያዛችሁትን,እምቅ,ሀብት,ለእምዬ,ሀገሬ,የምትቸሩበት,ምቹ,ሁኔታውን,ፈጥራችኋልና,,,,,,,,,,,,,
2982,የዘንድሮ,አሽቃባጮች,ለየት,ይላሉ,በምናቸው,እንደሚያስቡም,ግራ,ያጋባል,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,አሜን,አሜን,አብሮ,አደረስን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,መደራጀቱ,የውድ,የግድ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,ኢትዮጵያን,ወክላ,ኛ,የወጣችውን,ኢትዮጵያዊቷን,ለተሰንበት,ግደይን,ትቶ,ሆላንድን,ወክላ,ኛ,የወጣችውን,ሆላንዳዊት,ሲፈን,ሃሰንን,የሚያንቆለጳጵስ,ትውልድ,የተፈጠረብሽ,አደርሽ,,,,,,,,,,,,,,,,,
2986,ኤርሚያስ,ለገሰ,አሜሪካ,ቁጭ,ብለህ,አዲስ,አበባ,የሌለ,የውሸት,ታሪክ,ለእነ,እዝቃዬል,ጋዲሳ,ስትቀደድ,ኢዜማ,ኢትዮጵያዊነት,በመላው,ሀገሪቷ,አደራጅቶ,እየጨረሰ,ደሞ,ብለህ,ትተረተር,ይሆን,,,,,,,,,,,,
2987,የኢትዮጵያ,ፕሪምየር,ሊግ,ዛሬ,ተጀምሯል,የውድድር,ዘመኑ,የመጀመርያ,ጎል,የፍጹም,ቅጣት,ምት,ጎል,በራስ,የተቆጠረ,ጎል,ቢጫ,ካርድ,ቀይ,ካርድ,የሚከተሉት,,,,,,,,,,,,,,,
2988,እብድ,አሸባሪ,በለው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,የልገባግ,እቺ,ኦቦ,ለማ,መገርሳን,የቀነሰች,የአብይ,ኢትዮጵያዊነት,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,ገዳይ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,ሀገር,እያፈረሱ,የእግርኳስ,ክለብ,ደግፉ,ማለት,ማለት,ነውበቦንብ,በክላሽ,ይጫወቱ,ለማለት,በመጀመሪያ,ሰከን,በሉ,ባትሉም,እየደገፍን,,,,,,,,,,,,,,,,,,,,
2992,እናቴ,ኢትዮጵያን,ሳስብ,ያሳለፍኩት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,በመካከላችን,ማንም,የለም,በገዛ,እጄ,ከገደለው,ፍጥረት,እኖራለሁ,ምንም,ከእንግዲህ,ከእኛ,ባይሆንም,,,,,,,,,,,,,,,,,,,,,,,,
2994,አጭር,አይቀርም,የሰቀለው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,ዘረኛ,ይውደም,ከዝንጀሮቆንጆ,ዘርኛ,ዝንጅሮ,ለኔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,ፍትህ,በሌለበት,ቦታ,ሰላም,የለም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,በድቅድቅ,ጨለማ,ሀይለኛ,ዶፍ,ዝናብ,እየዘነበያላችሁበትን,ቦታ,የምትሄዱበትን,መንገድ,ሳታውቁ,ብቻችሁን,በጥቅጥቅ,ጫካ,እየተወላከፋችሁ,ስትሄዱ,የምትሰሙት,የሚንኮሻኮሽ,የእርምጃ,ድምጽ,ያክል,መንግስት,የሚፈራው,,,,,,,,,,,,,,
2998,በክትክታ,እንደተገረፈ,ልጅ,ያደርግሃል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,ሀጢያቶችህ,ይቅር,የማይባሉ,ነፍስህ,ትጠፋለች,እናም,ትውስታህ,ትሆናለች,ላክ,የሁሉም,ገሃነም,ፍጥረታት,ጠበቃ,,,,,,,,,,,,,,,,,,,,,,,
3000,የሚገርም,የጤና,ልማት,ሰራዊት,በሀላባ,ዞን,የመስክ,ምልከታና,ዌራ,ድጆ,ከተማ,ጤና,ጣቢያ,ግንባታ,ድንጋይ,ተክሎ,ስመለስ,,,,,,,,,,,,,,,,,,,
3001,ደግሞ,መስማትማንበብ,የምትፈልጉትን,የምትሰሙ,ብሽቆች,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,የደቡብ,ኦሞ,በአካባቢው,ማህበረሰብ,ሚንጊ,የሚባል,ህጻናት,የመግደል,ባህል,ለማስቀረት,የሚጥር,እናም,የተሳካለት,,,,,,,,,,,,,,,,,,,,,,,
3003,ያለዉ,የመርሲ,ሳይድ,ግጥሚያ,አጓጊ,ነዉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,ለማለት,ፈልገው,መንግስት,ብዙውን,ወጭ,ሸፍኖ,ባያስተምር,ኖሮ,ተማሪዎች,ከተወለዱበት,ከተማ,ርቀው,ስለማይሄዱ,ለብሄር,ግጭት,አይዳረጉም,ለማለት,ሃሳቡ,አዲሳባ,ዩንቨርሲቲ,ለአዲሳባ,ልጆች,መቀሌ,ለመቀሌዎች,ማለት,,,,,,,,,,,
3005,ዘር,የለሹ,ወረኛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,በመለስ,ዜናዊ,መታሰቢያ,ፓርክ,ከሚገኙት,አገር,በቀል,እጽዋት,እሬት,ሳይንሳዊ,ይዘቱንና,ጥቅሞቹን,እናስተዋውቃችሁ,,,,,,,,,,,,,,,,,,,,,,,
3007,ስእል,መውደድ,የነጭ,ያረገው,ማነው,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,የሲዳማ,ህዝበ,ውሳኔ,እየሄደችበት,ያለውን,የዴሞክራሲ,ጎዳና,አመላካች,ጠሚው,ጥሩ,ትልቁ,ጥያቄ,የዲሞክራሲ,ጎዳናው,የክልልነት,ጥያቄ,ያቀረቡትን,ሌሎቹን,የደቡብ,ዞኖች,ያልፍባ,,,,,,,,,,,,,,,
3009,በካህናት,የታጠረች,በመንፈስ,ቅዱስ,የተከለለች,የእግዚአብሄር,የህጉ,ታቦት,ጽዮን,ሆይ,ንጉስሽ,ለጠላት,አይሸነፍም,ሀገርንም,አይተዋትም,,,,,,,,,,,,,,,,,,,,,
3010,እኔግን,ጠርጥሬ,ኦቦ,ለማ,ደስተኛ,እንዳልሆኑ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,አይ,እንደዛ,ማለቴ,አይደለም,ቤተበተደጋጋሚ,የፖሊሲ,አረፍተ,ነገሮች,የሉትም,የመጀመሪያ,ቶች,ብዬህ,ነበርአለ,ካልክ,ይሄንን,በለኝ,በጅምላ,ከምታቀርበው,ለማለት,,,,,,,,,,,,,,,,,
3012,በትክክል,ኦሮምያ,የኢትዪጲያ,ጠላት,አይደለም,ከዛ,መንግስት,ያደረጃቸው,አሸባሪ,ቡድኖች,የሚያደርጉት,ድርጊት,መጥፎ,ጠባሳ,እየጣለ,,,,,,,,,,,,,,,,,,,,,
3013,በእስክንድር,ነጋ,በሚመራው,የአዲስ,አበባ,ባለአደራ,ምክር,ቤት,የሚመሰረተው,ፓርቲ,ስያሜ,"""ባልደራስ",ለእውነተኛ,"ዴሞክራሲ""",የሚል,,,,,,,,,,,,,,,,,,,,,
3014,ሀሀሀሀሀ,መጀመሪያ,ማንበብ,መጻፍ,ተለማመድ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,ሰሞኑን,ዌብ,እድሳት,አሉ,ግን,እየሰራ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,በወያኔ,የጭካኔ,እስር,ቤት,በነበርክበት,ጊዜ,ሻማ,አብርቻለሁ,ተሰልፌ,ጩኸቴን,አሰምቻለሁ,ግን,በምታራምደው,መጨረሻውን,ግልጽ,ባልሆነ,የኢትዮጵያን,ያለመረጋጋት,በሚያባብስ,መስመር,በመሆንህ,አዝኛለሁ,,,,,,,,,,,,,,
3017,ዠልጥ,ገገማ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,እናት,ስለተመሰከረላት,ጀግና,ነች,እሧ,እማ,ባትኖር,ጎዶቹ,ጉድነበር,እናት,ሜታ,ዳታ,የቢራቢሮ,ያክል,ነች,የክፋት,ትብብራቸውን,የደረመሰች,የምትደመርስ,እናት,እማ,የጀግና,ጀግና,ነች,አገር,ወዳድ,ሀገር,አገልጋይ,ዶክተሮች,የፈራች,በአለም,ከተሞች,የሚሰሩ,,,
3019,ኖ,ውሸት,ቢደጋገምም,እውነት,አይሆንም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,እንስሶቹ,ፌደራሊዝም,ለሰዎች,አይሰራም,ስለዚህም,ገዝግዘን,አፍርሰን,ሰዎችን,በሚመጥን,ፌደራሊዝም,እንተካዋለን,,,,,,,,,,,,,,,,,,,,,,,,,
3021,የብሄሩን,መሰለኝ,እንደሚገናኝ,ግን,እንጃ,ይስጠላሃል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,ቱሪናፋ,"""ያለንበት",የቁርጥ,ሀይሎች,ከትግራይ,ይሰለፋሉ,አልያም,ጥግ,ይይዛሉ,አሰላለፉ,መለየት,አለበለዚያ,በትግራይ,እንለኩሰዋለን,ባሉት,እሳት,የሚቃጠሉ,"ይሆናሉ""",,,,,,,,,,,,,,,,,,
3023,"""ሀበሻ",የፈረንጅ,ክሪስማስን,አያከብርም,በቀኝ,ግዛት,ያልተገዛን,ኩሩ,ህዝቦች,ነን,የራሳችን,የቀን,መቁጠሪያ,ያለን,ድንቅ,"ህዝቦች""",ሳሎኑ,መሀል,የተከላት,የክሪስማስ,ዛፍ,ፊኛ,,,,,,,,,,,,,,
3024,አመቱ,ከፋፋይ,ጨቋኝና,አፋኝና,የውክልና,ስርአት,ከዛሬ,ላይመለስ,ተቀበረ,እነሆ,በህዋህት,ምክንያት,በኢትዮጵያ,ተጭኖ,የነበረው,ጥቁር,ሸማ,ዛሬ,በይፋ,ተቀደደ,,,,,,,,,,,,,,,,
3025,ሮሜ,የእግዚአብሄር,መንግስት,ጽድቅና,ሰላም,በመንፈስ,ቅዱስም,ደስታ,ናት,መብልና,መጠጥ,አይደለችምና,,,,,,,,,,,,,,,,,,,,,,,,
3026,በጦርነት,መሃልም,ምርጫ,ተደርጎ,ያዉቃል,በአለም,ታሪክ,ምርጫዉ,የሀገሪቱ,ቀጣይ,እጣ,ፈንታ,ነዉ,,,,,,,,,,,,,,,,,,,,,,,
3027,ዛሬ,ጠዋት,በተካሄዱት,የኦሮሞ,ዴሞክራሲያዊ,ፓርቲ,ኦዴፓ,የአማራ,ዴሞክራሲያዊ,ፓርቲ,አዴፓ,አስቸኳይ,ስብሰባዎች,ውህደቱን,ድምጽ,አጽድቀዋል,ከብልጽግና,ወደፊት,,,,,,,,,,,,,,,,,,
3028,አገባህ,በሰው,እምነት,ወረኛ,ጥፋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,ስሜን,ወሎ,ዞን,ግዳን,ወረዳ,የቀድሞው,ላስታ,አውራጃ,አካል,ትምህርትቤቶቹ,የሚገኙት,በወረዳው,ወንዳች,ተብላ,በምትጠራው,አነስተኛ,የገጠር,ከተማና,ብርግነት,ትብላ,በምትጠራ,የገጠር,ቀበሌ,,,,,,,,,,,,,
3030,ተፈርተናል,በዚ,አይነት,ምርጫው,ፉገራ,አስደሳች,ዜና,ደሞ,ዶር,መሀሪ,ፍሰሀ,መጣ,,,,,,,,,,,,,,,,,,,,,,,,
3031,ከባለስልጣን,አንስቶ,ጥቃቅን,አነስተኛ,ፈረሰኛ,ደሞ,አረገን,ምትሉት,ዛሬ,ወጡን,ለመስራት,እናም,ለማቅረብ,ሀላፊነት,ውሰዱ,ከዛ,ፈረሰኛውን,ለእማወራ,ማቅረብ,,,,,,,,,,,,,,,,,
3032,ብለል,ፊደል,ቆጥረህ,ስታበቃ,¡,ረስተህ,ቁቤን,ደረደርክ,አይ,ፍትሀዊ,የፊደል,አጠቃቀም,የማያውቅ,ፍትህ,ቂብ,ያልክ,የመጀመሪያው,ፍጡር,,,,,,,,,,,,,,,,,,
3033,"""እነኾ",ለህዝብ,ኹሉ,የሚኾን,ታላቅ,ደስታን,የምስራች,እነግራችዃለኹ,አትፍሩ,ዛሬ,በዳዊት,ከተማ,መድሀኒት,እርሱም,ክርስቶስ,ጌታ,የኾነ,ተወልዶላችኋል,"""",ሉቃስ,“ተወልደ,እምአመቱ,ወሰላመ,ገብረ,በልደቱ”,ቅዱስ,ያሬድ,መልካም,የልደት,በአል,,,,,,
3034,አብያችን,ኢትዮጵያን,ከገባችበት,ቅርቃር,እያወጣ,ድንቅ,መሪ,ነውና,በርታ,ልንለው,በጣምብልጽግና,የግለሰቦች,ቡደን,መብት,ሚከበርበት,አማካኙን,ያካተተ,ፓርቲ,ነውና,ለሁሉም,ይበጃል,,,,,,,,,,,,,,,
3035,"""ቢልየን",ብር,ባለሀብቶች,እንዳሉን,ዛሬ,"ያወኩት""",ትላለህ,እንዴ,አፋር,የነዳጅ,ማደያ,የሌለው,የወረዳ,አስተዳዳሪ,እንዴ,,,,,,,,,,,,,,,,,,,,,
3036,ነካቸው,እውነት,ያሳዝናል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,የሲዳማ,ህዝበ,ውሳኔ,እየሄደችበት,ያለውን,የዴሞክራሲ,ጎዳና,አመላካች,ካሉ,ኢፍትሀዊ,መንገድ,የታፈነውን,የካፋን,ህገ,መንግስታዊ,የመብት,ጥያቄም,ተፈጻሚ,የሚጠበቅቦትንን,ያደርጋሉ,ማለት,,,,,,,,,,,,,,,
3038,መንግስት,የእኔን,የወንድሜን,የእህቴን,የእናቴን,የአባቴን,የጎረቤቶቼን,የአካባቢዬን,የከተማዬን,የሀገሬን,ደህንነት,መጠበቅ,ግዴታው,ሲጠበቁ,ተማሪዎቻችንም,ይጠበቃሉ,,,,,,,,,,,,,,,,,,,,
